,title,context,label
262,หนุ่ม 27 ปี ผูกคอดับคาห้องขัง หลังเมาอาละวาด-ถูกคุมตัวมาโรงพัก,หนุ่มวัย 27 เมาอาละวาด ใช้มีดกรีดแขนตัวเอง ก่อนแม่แจ้งตำรวจคุมตัวมาโรงพัก กระทั่งกลางดึกพบผูกคอเสียชีวิตในห้องขัง จนท.พยายามทำ CPR แต่ไม่เป็นผล ส่งชันสูตรที่นิติเวช รพ.ศิริราช,อาชญากรรม
263,"""แม่แตงโม"" เปิดหลักฐานใหม่ เรียกค่าเสียหายเพิ่ม 40 ล้าน","""แม่แตงโม"" เปิดหลักฐานใหม่ยันเรียกค่าเสียหายเหมือนเดิม ขณะที่ ทนายความ ""แซน"" ชี้แม่แตงโมมีสิทธิ์เรียกค่าเสียหายเพิ่ม 40 ล้าน แต่จ่ายหรือไม่รอศาลพิจารณาคดีหลัก ด้าน ""อัยการดาว"" ขอให้มั่นใจทำเต็มที่",อาชญากรรม
264,"""อุ๋ย บุดดาเบลส"" ให้ปากคำ กรณีถูกตัดต่อคลิปชวนคนเล่นพนัน","""อุ๋ย บุดดาเบลส"" นักร้องและนักแต่งเพลง เข้าให้ปากคำกับพนักงานสอบสวน สน.ทองหล่อ กรณีถูกเว็บไซต์พนันออนไลน์นำคลิปวิดีโอไปใช้บิดเบือนเพื่อชวนคนเล่นการพนัน เบื้องต้นพบบัญชีม้า 1 คน",อาชญากรรม
265,บุกยิงครูในวิทยาลัยเอกชน จ.หนองบัวลำภู เจ็บสาหัส,เจ้าหน้าที่เร่งติดตามผู้ก่อเหตุยิงครูสาว ภายในวิทยาลัยเอกชนแห่งหนึ่งที่อยู่ระหว่างการก่อสร้างในพื้นที่ จ.หนองบัวลำภู บาดเจ็บสาหัส พบประวัติเพิ่งสมัครเข้าทำงานเป็นวันแรก,อาชญากรรม
266,บัญชีม้าใช้ซิมและเครือข่ายโทรศัพท์ไทยจากประเทศเพื่อนบ้าน,ถึงแม้มีความพยายามจัดระเบียบและกำกับการครอบครองซิมโทรศัพท์จากหลายหน่วยงาน แต่ดูเหมือนว่าซิมโทรศัพท์ไทยที่หาซื้อง่าย ขายคล่อง และให้ใครก็ได้ยืนยันตัวตน ได้เปิดช่องให้มิจฉาชีพใช้ซิมการ์ดเหล่านี้บริหารบัญชีม้าจากต่างแดน โดยอาศัยคลื่นความถี่โทรศัพท์ไทยที่ล้ำเข้าไปในประเทศเพื่อนบ้านเป็นตัวช่วยทำงาน,อาชญากรรม
267,"พบ ""บิ๊ก"" คดีมาเก๊า 888 ถือพาสปอร์ต 2 สัญชาติ ตร.คาดอยู่ประเทศเพื่อนบ้าน","ตำรวจ สอท.คาด ""บิ๊ก"" พี่น้อง 4 บ. อาจถือพาสปอร์ต 2 สัญชาติ หรือหลบหนีไปอีกประเทศจึงยังไม่กลับไทย แม้ศาลออกหมายจับ พร้อมสั่งติดตามกลุ่มผู้ต้องหาคดีมาเก๊า 888 ที่เหลือมาดำเนินคดี",อาชญากรรม
268,"""อัจฉริยะ"" พบ ""จเรตำรวจ"" ให้ข้อมูลเว็บพนันออนไลน์","""อัจฉริยะ เรืองรัตนพงศ์"" เข้าพบ ""จเรตำรวจ"" ให้ข้อมูลเว็บพนันออนไลน์ เตรียมเรียกนายตำรวจ ระดับนายพล "" จ."" ให้ข้อมูล 8 มี.ค.นี้",อาชญากรรม
269,ทหารสหรัฐฯ ร่วมฝึกคอบร้าโกลด์ ล้มเสียชีวิตในห้องน้ำค่าย ร.31 รอ.,"เจ้าหน้าที่ตรวจสอบเหตุ ""ทหารสหรัฐฯ"" ที่ร่วมฝึก JEEO คอบร้าโกลด์ ล้มในห้องน้ำเสียชีวิต ค่าย ร.31 รอ. จ.ลพบุรี ชันสูตรเบื้องต้นพบรอยบาดแผลบริเวณศีรษะ",อาชญากรรม
270,ผู้เสียหายกว่า 20 คน แจ้งความ ปคม. อ้างถูกหลอกไปทำงานมัลดีฟส์,"""ทนายรัชพล"" พาผู้เสียหายกว่า 20 คน แจ้งความ ปคม. อ้างถูกชักชวนไปทำงานที่มัลดีฟส์ ก่อนโดนเท",อาชญากรรม
271,"""เฌอปราง BNK"" พร้อมครอบครัวเข้ารับร่าง ""ฌาน"" น้องชาย","เฌอปราง อารีย์กุล หนึ่งในสมาชิก BNK48 รุ่น 1 เดินทางมาที่นิติเวชศาสตร์ รพ.จุฬาลงกรณ์ พร้อมครอบครัว เพื่อมาติดต่อรับร่าง ""ฌาน อารีย์กุล"" น้องชาย ที่พลัดตกตึกคอนโดฯ เมื่อคืนที่ผ่านมา เพื่อเตรียมนำร่างไปประกอบพิธีทางศาสนาต่อไป",อาชญากรรม
272,"""ฌาน"" น้องชาย ""เฌอปราง BNK48"" พลัดตกคอนโดฯ เสียชีวิต","เกิดเหตุ ""ฌาน"" น้องชาย ""เฌอปราง BNK48"" พลัดตกมาจากชั้น 9 ของคอนโดมิเนียมย่านธนบุรีเสียชีวิตบนลานจอดรถชั้น 5 เบื้องต้น ยังอยู่ระหว่างการสอบสวนเพื่อนผู้เสียชีวิตถึงสาเหตุการพลัดตกลงมา",อาชญากรรม
273,"อ่านพฤติกรรมแม่เด็ก 8 เดือนผ่าน ""นักอาชญาวิทยา""","""นักอาชญาวิทยา""อ่านพฤติกรรมแม่เด็กชายวัย 8 เดือน ปูมหลังปัญหาความรุนแรงในครอบครัว ที่กดดันสะสม ส่งผ่านกลายเป็นพฤติกรรมโกหกเพื่อเอาตัวรอด ชี้เทียบเคส""ไอช์ หีบเหล็ก"" ห่วงผ้าขาวฟื้นฟูจิตใจคืนผ้าขาวยาก",อาชญากรรม
274,"ตร.เผย ""บิ๊ก-แฟนสาว"" หนีคดีมาเก๊า 888 ไปต่างประเทศ",ผบช.สอท.เผยผู้ต้องหาตามหมายจับคดีมาเก๊า 888 จำนวน 4 ใน 7 คน หลบหนีออกนอกประเทศ นำโดยบิ๊ก กิตติพงษ์ พร้อมแฟนสาว ขีดเส้น 3 วันไม่ประสานขอมอบตัว เตรียมขอออกหมายแดงติดตาม,อาชญากรรม
275,เปิดคำสั่งกลาโหม 5 กำลังพล ร.ล.สุโขทัย ถึงแก่ความตายแล้ว⁣,เปิดคำสั่งกลาโหม สันนิษฐาน 5 กำลังพล เรือหลวงสุโขทัยถึงแก่ความตายเพราะสูญหายในขณะปฏิบัติหน้าที่ราชการ,อาชญากรรม
276,"DSI รับกรณี ""หลอกเช่าซื้อ จยย. - ร้องสอบ จนท.อุทยานฯ สิรินาถ"" เป็นคดีพิเศษ","กรมสอบสวนคดีพิเศษ รับกรณีประชาชนถูกหลอกทำสัญญาเช่าชื้อรถจักรยานยนต์ บึงกาฬ, ร้องตรวจสอบ จนท.อุทยานฯ สิรินาถ และคดี บ.เอเชีย แพลนเตชั่น แคปปิตอล โฮลดิ้งส์ จำกัด ฉ้อโกงประชาชน เป็นคดีพิเศษ",อาชญากรรม
277,ย้าย 5 ตำรวจ สน.บุปผาราม ปมจับบ่อนไฮโลตลาดพญาไม้,ผบก.น.8 ลงนามคำสั่งย้ายตำรวจ สน.บุปผาราม 5 นาย หลังตำรวจกองกำกับการสวัสดิภาพเด็กและสตรีบุกจับคนลักลอบเล่นพนันไฮโลในชุมชนตลาดพญาไม้,อาชญากรรม
278,"จำคุก 10 ปีลูกศิษย์ ""สมเด็จพระวันรัต"" โกงเงินวัดใช้คืน 80 ล้าน","ศาลอาญาพิพากษาลงโทษจำคุก 10 ปี อดีตลูกศิษย์คนสนิท ""สมเด็จพระวันรัต"" ฉ้อโกงปลอมแปลงเอกสาร อมเงินวัดวชิรธรรม เข้าบัญชีตัวเอง สั่งให้ชดใช้เงินคืนวัด 80 ล้านบาท",อาชญากรรม
279,ปิดล้อมค้น 3 เครือข่ายใหญ่ค้ายาเสพติด ยึดทรัพย์ 100 ล้านบาท,"ตำรวจ ปส.เปิดปฏิบัติการ ""อินทรชิตแผลงศร"" ขยายผลปิดล้อมจับกุม 3 เครือข่ายใหญ่ค้ายาเสพติด 20 จุด ในพื้นที่ภาคเหนือและภาคกลาง จับผู้ต้องหา 4 คน ยึดทรัพย์รวม 100 ล้านบาท",อาชญากรรม
280,"ตำรวจประสาน อบต.หินมูล สูบน้ำจากคลอง ค้นหา ""น้องต่อ""","การค้นหา ""น้องต่อ"" เด็กชายวัย 8 เดือน ที่หายไปเป็นวันที่ 24 ขณะนี้ทางตำรวจเตรียมประสาน อบต.หินมูล ช่วยสูบน้ำออกจากคลองที่แม่เด็กอ้างว่านำลูกไปทิ้ง และเรียกคนหาปลาในแม่น้ำท่าจีนมาสอบปากคำ",อาชญากรรม
281,"ศาลออกหมายจับ ""บิ๊ก-แฟนสาว"" พบหลักฐานโยงมาเก๊า 888","ศาลอาญาออกหมายจับ ""บิ๊ก-กิตติพงษ์"" และแฟนสาว พร้อมพวกอีก 5 คน หลังพบหลักฐานและเส้นทางการเงินเชื่อมโยงเว็บพนัน",อาชญากรรม
282,สั่งย้าย 5 ตำรวจ สน.คลองตัน เซ่นบุกจับบ่อนไพ่ป๊อก,ผบก.น.5 สั่งย้ายตำรวจ 5 นาย สน.คลองตัน ไปปฏิบัติราชการที่ บก.น.5 ระหว่างสอบสวนข้อเท็จจริงกรณีตำรวจสืบสวนนครบาล จับบ่อนไพ่ป๊อกในพื้นที่ สน.คลองตัน,อาชญากรรม
283,"แจ้ง 3 ข้อหา คุม ""แม่น้องต่อ"" ฝากขังศาลเยาวชน","แจ้ง 3 ข้อหาหนัก แม่ ""น้องต่อ"" เด็กชาย 8 เดือน เจ้าหน้าที่นำตัวส่งตัวฝากขังศาลเยาวชนและครอบครัวจังหวัดนครปฐม ขณะที่ ผบช.ภ.7 เตรียมแถลงสรุปคดีพรุ่งนี้ (28 ก.พ.) เวลา 10.30 น.",อาชญากรรม
284,ระทึก! เครนก่อสร้างอาคาร สตง.แห่งใหม่ ย่านจตุจักร พังถล่ม คนงานเสียชีวิต 1,ด่วน! มูลนิธิร่วมกตัญญู รับแจ้งเหตุเครนก่อสร้างอาคาร สตง.แห่งใหม่ ย่านจตุจักร ถล่มเบื้องต้นมีคนงานเสียชีวิต 1 คน เจ้าหน้าที่กู้ภัยกำลังเข้าพื้นที่เพื่อช่วยเหลือ,อาชญากรรม
285,2 เดือน ไล่ออก 22 ตำรวจผิดวินัยร้ายแรง - ปลดออก 4 นาย,โฆษก ตร.เผยช่วงเดือน ม.ค.-ก.พ. มีคำสั่งไล่ออกข้าราชการตำรวจผิดวินัยร้ายแรง 22 นาย ปลดออก 4 นาย ขณะที่นายกฯ กำชับกู้ภาพลักษณ์องค์กรตำรวจ สร้างความเชื่อมั่นประชาชน,อาชญากรรม
286,“Digital forensics” สืบจากดิจิทัล แกะรอยอาชญากรรมไซเบอร์,“ไม่รู้ว่าเงินหายไปจากบัญชีได้อย่างไร” คำถามนี้อาจหาคำตอบได้ด้วยกระบวนการทางนิติวิทยาศาสตร์ที่เรียกว่า “Digital forensics” วิธีการที่หลายหน่วยงานใช้แกะรอยอาชญากรรมไซเบอร์,อาชญากรรม
287,"ขอศาลออกหมายจับ ""บิ๊ก"" กับพวกรวม 6 คน คดีมาเก๊า 888","ตำรวจ สอท. ยื่นศาลขออนุมัติหมายจับ ""บิ๊ก"" น้องชาย ของ เบนซ์ เดม่อน กับพวกรวม 5 คน ในคดีเว็บพนันออนไลน์มาเก๊า 888",อาชญากรรม
288,"""แทนไท"" หอบหลักฐานเช็ค 200 ล้านโอนให้กองสลากพลัส","""แทนไท"" เข้าพบดีเอสไอในฐานะพยาน หลังถูกตรวจสอบเส้นทางการเงินกองสลากพลัส หอบเอกสาร แคชเชียร์เช็ค 2 ฉบับ จำนวน 150 ล้านบาท และ 50 ล้านบาท ให้ ""กองสลากพลัส"" กู้ยืมเงินเพื่อประกอบธุรกิจ",อาชญากรรม
289,"""อัจฉริยะ"" เปิดชื่อบิ๊กตำรวจ 16 นาย อ้างพัวพันเว็บพนันออนไลน์","""อัจฉริยะ"" เปิดเผยรายชื่อบิ๊กตำรวจ 16 นาย เกี่ยวข้องกับการฟอกเงินเว็บพนันออนไลน์ ผ่านสโมสรฟุตบอลภาคเหนือ คาดมีเงินหมุนเวียนแสนล้านบาท พร้อมเตรียมเปิดรายชื่อตำรวจล็อตสอง อยู่เบื้องหลังพนันพื้นที่กองบัญชาการตำรวจนครบาล",อาชญากรรม
290,"เตรียมเผาศพ ""ดอม"" ส่งอัฐิกลับไทย 4-5 มี.ค.นี้",ญาติน้องดอม เยาวชนทีมหมูป่า เตรียมทำพิธีสวดอธิธรรม คู่ขนานพิธีฌาปนกิจศพที่เมืองเลสเตอร์ ประเทศอังกฤษ ในวันพรุ่งนี้ (28 ก.พ.) ก่อนที่จะส่งอัฐิกลับประเทศไทย ในวันที่ 4-5 มี.ค.นี้,อาชญากรรม
291,"""แทนไท"" มาตามนัดอ้าง 100 ล้าน กองสลากพลัสโอนคืนหนี้กู้ยืม","""แทนไท"" พร้อมทนายความ เข้าพบพนักงานสอบสวนศูนย์คดียาเสพติด ดีเอสไอ ตามหมายเรียกครั้งแรกในฐานะพยาน ยันเงิน 100 ล้านบาทโยงกองสลากพลัสแค่เป็นเงินโอนคืนกู้ยืมเท่านั้น",อาชญากรรม
292,ไทม์ไลน์ ปิดฉาก “น้องต่อ” เด็กชาย 8 เดือนหายตัวปริศนา 22 วัน,"กรณี ""น้องต่อ"" เด็กชายวัย 8 เดือนหายจากบ้านพักที่ จ.นครปฐม หลังใช้เวลา 22 วันตำรวจสามารถคลี่คลายคดีแล้ว เมื่อล่าสุดแม่สารภาพอ้างทำลูกพลัดตกและนำไปทิ้งคลอง",อาชญากรรม
293,"เช็ก 23 เพจมิจฉาชีพทำ ""ใบขับขี่ปลอม"" สูญ 1,000-6,000 บาท","เช็ก 23 เพจเฟซบุ๊กอ้างรับทำใบขับขี่ปลอม เตือนผู้หลงเชื่อลวงเงินสูญรายละ 1,000-6,000 บาท แถมยังมีความผิดข้อหาปลอมแปลงเอกสารมีโทษจำคุกตั้งแต่ 6 เดือน–5 ปี ปรับตั้งแต่ 10,000–100,000 บาท",อาชญากรรม
294,"""บิ๊กโจ๊ก"" เผยเค้นสอบแม่เด็ก 8 เดือน สารภาพทิ้งลูกลงน้ำ","กรณีการหายตัวไปของเด็กชายวัย 8 เดือนที่ จ.นครปฐม ล่าสุดวันนี้ (27 ก.พ.) ""บิ๊กโจ๊ก"" เปิดเผยว่าแม่เด็กรับสารภาพทิ้งลูกลงคลองใกล้บ้าน หลังถูกตำรวจเค้นสอบอีกครั้ง",อาชญากรรม
295,มูลนิธิป่อเต็กตึ๊ง รับแจ้งเหตุรถไฟชนคนเสียชีวิตที่สถานีหลักหก,เจ้าหน้าที่มูลนิธิป่อเต็กตึ๊ง เดินทางไปยังบริเวณหลังสถานีรถไฟฟ้าหลักหก หลังได้รับแจ้งเหตุรถไฟชนคนเสียชีวิต โดยขณะนี้อยู่ระหว่างดำเนินการตรวจสอบสาเหตุและรายละเอียดของผู้เสียชีวิต,อาชญากรรม
296,ตร.บุกจับพนันไพ่ป๊อก ซ.พัฒนาการ 54 รวบนักพนัน 48 คน,ตำรวจสืบสวนนครบาลบุกจับบ่อนการพนันไพ่ป๊อก ลักลอบเปิดเล่นในบ้านที่ซอยพัฒนาการ 54 จับนักพนันได้ 48 คน,อาชญากรรม
297,รวบผู้ก่อเหตุแทง นศ.ในคอนโดฯ จ.เชียงใหม่,ตำรวจจับกุมชายอายุ 26 ปี ใช้มีดทำร้ายนักศึกษา และชายอายุ 37 ปี บาดเจ็บในคอนโดมิเนียม จ.เชียงใหม่ อ้างต้องการชิงทรัพย์ ขณะที่การตรวจสอบประวัติย้อนหลัง พบเคยเกี่ยวข้องยาเสพติด,อาชญากรรม
298,"ลุ้น 27 ก.พ.นี้ ""แทนไท"" พบ DSI ตามหมายเรียกโยงกองสลากพลัส","""ดีเอสไอ"" ออกหมายเรียกนายแทนไท เข้าพบตามหมายเรียกครั้งแรก พรุ่งนี้ (27 ก.พ.) เวลา 09.00 น. เพื่อสอบปากคำในฐานะพยาน หลังพบเส้นทางการเงินเชื่อมโยง ""นอท กองสลากพลัส""",อาชญากรรม
299,ไล่ออก การ์ดตบหน้านักท่องเที่ยวต่างชาติ ผับถนนข้าวสาร,ผับแห่งหนึ่งในถนนข้าวสาร แถลงไล่ออกพนักงานรักษาความปลอดภัย หลังโซเชียลแชร์คลิปนักท่องเที่ยวชาวต่างชาติถูกตบหน้า กล่าวหาขโมยน้ำเปล่าในร้าน ล่าสุดตำรวจเชิญตัวการ์ดมาทำประวัติ พร้อมติดตามผู้เสียหาย เพื่อเข้าแจ้งความร้องทุกข์และสอบปากคำ,อาชญากรรม
300,เตือนภัยออนไลน์ หลอกเด็กส่งรูปโป๊แลกไอเทมเกม,รองโฆษก ตร.เตือนภัยมิจฉาชีพออนไลน์ หลอกลวงเด็กส่งรูปโป๊แลกไอเทมในเกมออนไลน์ เตือนอย่าส่งรูปโป๊เปลือยให้คนอื่น ย้ำผู้ปกครองดูแลลูกหลานอย่างใกล้ชิด พร้อมแนะ 3 ข้อป้องกัน,อาชญากรรม
301,"จำกัดวงค้นหา ""น้องต่อ"" 3 สัปดาห์ ยังไร้วี่แวว",เจ้าหน้าที่ยังตามหาเด็กชายวัย 8 เดือนที่หายตัวไปจากบ้าน ล่าสุดบีบพื้นที่ค้นหาให้แคบลงในรัศมี 100-300 เมตร พร้อมเร่งค้นหาจุดที่พบสัญญาณโทรศัพท์แม่ของน้องต่อในวันเกิดเหตุ,อาชญากรรม
302,จับหมอเถื่อน คลินิกย่านศรีนครินทร์ รับฉีดหน้ามานาน 5 ปี,ตำรวจสอบสวนกลาง ร่วม อย. และ สบส. บุกคลินิกเสริมความงามย่านศรีนครินทร์ จับหมอเถื่อน สารภาพจบนิเทศศาสตร์ แต่แอบอ้างเป็นแพทย์มานานกว่า 5 ปี,อาชญากรรม
303,"ผบ.ตร. มอบเงินช่วยเหลือครอบครัว ""ส.ต.อ.เศรษฐการ"" เตรียมปูนบำเหน็จ 4 ชั้นยศ","ผบ.ตร. รดน้ำศพ ""ส.ต.อ.เศรษฐการ"" ถูกเก๋งชนเสียชีวิตขณะปฏิบัติหน้าที่ มอบเงินช่วยเหลือเยียวยาครอบครัว ขณะที่เตรียมปูนบำเหน็จ 4 ชั้นยศ พร้อมถอดบทเรียนจากเหตุการณ์ที่เกิดขึ้น วางแนวทางการปฏิบัติงานเพื่อความปลอดภัยของเจ้าหน้าที่ในอนาคต",อาชญากรรม
304,เด้ง ผกก.บ่อวิน เซ่นปมเอี่ยวเว็บพนัน SAIPAY69,ผบก.ภ.จว.ชลบุรี มีคำสั่งย้ายด่วน พ.ต.อ.พันดาว ดำขำ ผกก.สภ.บ่อวิน ไปปฏิบัติราชการที่ ศปก.ภ.จว. ชลบุรี โดยขาดจากการปฏิบัติหน้าที่ตำแหน่งเดิม ปมโยงพันเว็บพนัน SAIPAY69 ตั้งกรรมการสอบวินัย,อาชญากรรม
305,จับหนุ่มไทย เปลี่ยนชื่อเกาหลี-ศัลยกรรมใบหน้า หนีคดียาเสพติด,ตำรวจจับหนุ่มวัย 25 ปี ศัลยกรรมใบหน้า เปลี่ยนชื่อเป็นคนเกาหลี ลักลอบนำเข้ายาเสพติดจากยุโรปขายในไทย พบหนีหมายจับมากว่า 3 เดือน,อาชญากรรม
306,"เพื่อนสนิทโพสต์รำลึก 1 ปี ""แตงโม นิดา"" จากไป","เพื่อนสนิทโพสต์รำลึก 1 ปี การจากไปของ ""แตงโม นิดา"" แฟนคลับวางภาพถ่ายและดอกไม้ที่ท่าเรือพิบูลสงคราม 1",อาชญากรรม
307,สอท.เตรียมออกหมายจับ “บิ๊ก” ข้อหาจัดให้เล่นพนัน-ฟอกเงิน,ตำรวจ สอท.เตรียมออกหมายจับ “บิ๊ก” หลังสอบสวนหลักฐานเชื่อมโยงพนันออนไลน์มาเก๊า 888 ขณะที่ “ดิว อริสรา” เดินทางกลับไทย 16 มี.ค. เพื่อแจ้งความดำเนินคดี “เบนซ์ เดม่อน” ข้อหาทำร้ายร่างกาย,อาชญากรรม
308,"ทลายโรงงาน ""กาแฟผสมเคตามีน"" ส่งลูกค้าสายปาร์ตี้",ตำรวจ 191 ทลายโรงงานลักลอบผสมกาแฟเคตามีน คอลลาเจนเคตามีน ส่งลูกค้าสายปาร์ตี้ตามสถานบันเทิง,อาชญากรรม
309,"อัยการยังไม่สั่งฟ้อง ""นอท พันธ์ธวัช"" - เตรียมสอบเพิ่มเติม","อัยการยังไม่มีความเห็นสั่งฟ้อง ""นอท พันธ์ธวัช"" เตรียมสอบเพิ่มเติม เนื่องจากยังมีอีกหลายประเด็นที่ต้องตรวจสอบว่ามีการฟ้องซ้ำหรือไม่",อาชญากรรม
310,ปปง.อายัดเพนท์เฮ้าส์ 245 ล้านของสามีดาราดังโยง Forex-3D,"ปปง.อายัดเพนท์เฮ้าส์หรูย่านสุขุมวิท มูลค่า 245 ล้านบาท ของสามีนักแสดงสาว ""หยาดทิพย์"" ไว้ตรวจสอบแล้ว หลังดีเอสไอ พบพัวพันรับซื้อทรัพย์สินจากนายอภิรักษ์ CEO Forex-3D",อาชญากรรม
311,พบศพครูสอนดนตรี เสียชีวิตในโรงเรียนที่เพชรบูรณ์,พบครูสอนดนตรีโรงเรียนอนุบาลแห่งหนึ่งใน จ.เพชรบูรณ์ เสียชีวิตในโรงเรียน ใกล้กันพบปืนไทยประดิษฐ์ตกอยู่ 1 กระบอก ตำรวจเก็บหลักฐานตรวจสอบ,อาชญากรรม
312,"โซเชียลอาลัย ""ส.ต.อ.เศรษฐการ"" ถูกเก๋งชนเสียชีวิตขณะปฏิบัติหน้าที่","โซเชียลและเพื่อนตำรวจ แสดงความเสียใจและไว้อาลัย ""ส.ต.อ.เศรษฐการ"" ผบ.หมู่ ส.ทล.2กก.8 บก.ทล. ถูกรถเก๋งชนเสียชีวิตขณะปฏิบัติหน้าที่ พร้อมชื่นชมคุณงามความดี เคยขับรถเปิดทางให้รถพยาบาลกู้ชีพฉุกเฉิน ซ่อมรถให้ประชาชน ช่วยสุนัขพลัดหลงบนมอเตอร์เวย์",อาชญากรรม
313,สอบ 4 ผู้ต้องสงสัยคดีฆ่า 4 ศพนราธิวาส - พบหลักฐานเพิ่ม,คุมตัว 4 ผู้ต้องสงสัยคดีฆ่า 4 ศพ จ.นราธิวาส ไปสอบสวนขยายผล พบประวัติ 1 ใน 4 เกี่ยวข้องกับยาเสพติด - เข้าออกเรือนจำหลายครั้ง ตำรวจเร่งพิสูจน์หลักฐานดำเนินคดี,อาชญากรรม
314,คนขับรถบรรทุกยิงเถ้าแก่ให้เช่าที่จอด เสียชีวิต ปมหึงหวงภรรยา,คนขับรถบรรทุกก่อเหตุยิงเถ้าแก่เจ้าของที่ดินให้เช่าจอดรถ เสียชีวิต คาดปมหึงหวงภรรยาไปมีใจให้เถ้าแก่ ตำรวจกำลังเร่งติดตามตัวมาดำเนินคดี,อาชญากรรม
315,มอบตัวแล้ว ครูสอนขับรถซิ่งเก๋งชนตำรวจเสียชีวิต อ้างตกใจ,ชายขับรถเก๋งชนตำรวจทางหลวงเสียชีวิต เข้ามอบตัวแล้ว ให้การขับรถหนีเพราะตกใจมีขวดเบียร์และบุหรี่ไฟฟ้าในรถ ส่วนกรณีหักรถชนตำรวจยังให้การภาคเสธ อ้างมองไม่เห็นและไม่เจตนาชน,อาชญากรรม
316,ตร.ทำลายปืนของกลางกว่า 2 หมื่นกระบอก สร้างความเชื่อมั่นประชาชน,"ผบ.ตร.ร่วมพิธีทำลายอาวุธปืนของกลาง กว่า 20,000 กระบอก หลังคดีถึงที่สุด สั่งกำชับตำรวจเข้มมาตรการอาวุธปืนต่อเนื่องตามนโยบายรัฐบาล เพื่อสร้างความเชื่อมั่นประชาชน",อาชญากรรม
317,อัยการนัด “นอท” ฟังคำสั่งคดีขายสลากเกินราคา 24 ก.พ.,ดีเอสไอออกหมายเรียก “แทนไท” ชี้แจงเส้นทางการเงินกว่า 100 ล้านบาทวันที่ 27 ก.พ.นี้ หลังพบธุรกรรมการเงินต้องสงสัยร่วมกับ “นอท พันธ์ธวัช” ขณะที่อัยการจังหวัดนนทบุรีนัด “นอท” ฟังคำสั่งคดีขายสลากเกินราคา 24 ก.พ.นี้,อาชญากรรม
318,ทบ.ลงทัณฑ์ “ขัง-งดบำเหน็จ” ทหารยิงปืน-ทะเลาะในค่ายทหาร,ทบ.ลงทัณฑ์ “ขัง-งดบำเหน็จ” ทหารทำผิดวินัย เหตุยิงปืน-ทะเลาะในค่ายทหารย่านแจ้งวัฒนะ กทม.หลังผลสอบสวนระบุมีความผิดจริง ด้าน ผบ.ทบ.ระบุเป็นเรื่องส่วนบุคคล แต่เอาผิดไม่ละเว้น,อาชญากรรม
319,"ให้ประกัน ""ลุงแจ้"" ส่วน ""พุด"" ฝากขังศาลนครปฐม","ศาลอนุญาตปล่อยตัวชั่วคราว ""ลุงแจ้"" คดีพรากผู้เยาว์ ส่วน ""พุด"" ฝากขังที่ศาลนครปฐม หลังตำรวจค้านประกันตัว ข้อหาเป็นธุระจัดหาให้กระทำการค้าประเวณี",อาชญากรรม
320,ตำรวจ PCT เตรียมส่งหลักฐานดำเนินคดี “ผู้กำกับ พ.” โยงเว็บพนัน,ชุดสืบสวน PCT4 เตรียมส่งหลักฐานให้ สน.เพชรเกษม ดำเนินคดี “ผู้กำกับ พ.” หลังสืบสวนพบว่ามีความเกี่ยวข้องเว็บพนันออนไลน์,อาชญากรรม
321,ผบ.ตร.เอาผิด ตม.ปมเอื้อวีซาจีน ปัดออกความเห็นผิดนับร้อยนาย,ผบ.ตร.ยืนยันดำเนินคดี ตม.ปมเอื้อวีซาจีน โดยจะยึดตามพยานหลักฐานและข้อเท็จจริง รอรวบรวมสำนวนส่ง ปปท.-ปปช.ตรวจสอบ,อาชญากรรม
322,"คุก 4 เดือน-รอลงอาญา ""ประหยัด"" อดีตรองเลขาฯ ป.ป.ช.ยื่นบัญชีเท็จ","ศาลฎีกาฯ พิพากษา ""ประหยัด พวงจำปา"" อดีตรองเลขาธิการ ป.ป.ช. มีความผิดฐาน ยื่นแสดงบัญชีทรัพย์สินและหนี้สินอันเป็นเท็จ สั่งจำคุก 4 เดือน ปรับ 10,000 บาท โทษรอลงอาญา 1 ปี และห้ามดำรงตำแหน่งเจ้าหน้าที่ของรัฐ 5 ปี",อาชญากรรม
323,ผบ.ตร.รับมีตำรวจระดับผกก.เอี่ยวเว็บ SAIPAY69,ผบ.ตร.ยอมรับมีตำรวจบางนายเกี่ยวข้องตามเว็บพนันออนไลน์ตามที่ “อัจฉริยะ” แฉจริง พร้อมสั่ง ภ.2 ตั้งคกก.ตรวจสอบ ผกก.เอี่ยวเว็บ SAIPAY69,อาชญากรรม
324,ตร.พุ่งปมสังหาร 4 ศพนราธิวาส อาจเกี่ยวข้องยาเสพติด,ตำรวจพบปมคดีฆาตกรรมฆ่า 4 ศพที่ จ.นราธิวาส อาจเกี่ยวข้องเรื่องยาเสพติด หลังผู้เสียชีวิต 3 ศพแรกที่ถูกฆ่ายัดท้ายกระโปรงรถ มีประวัติพัวพันค้ายา ส่วนอีก 1 ศพยังไม่แน่ชัด คาดผู้ก่อเหตุมีไม่ต่ำกว่า 10 คน,อาชญากรรม
